,Household_ID,Zone,Household_Size,Distribution_Date,Ration_Type,Ration_Amount_Kg,Satisfaction_Rating,Rice_Kg,Vegetable_Oil_L,Rice_Per_Person,Oil_Per_Person,Ration_Amount_Per_Person,Zone_Monthly_Total_Kg,Total_Food_Kg,Zone_Quarterly_Total_Kg
698,HH0699,Kakuma 2,9.0,2025-06-19,Cash Transfer,39.2,Very Unsatisfied,27.8,2.9,3.09,0.32,4.36,12251.69,69.9,12251.69
699,HH0700,Kakuma 2,5.0,2025-06-25,E-Voucher,47.0,Very Satisfied,30.0,4.1,6.0,0.82,9.4,12251.69,81.1,12251.69
700,HH0701,Kakuma 3,4.0,2025-06-21,E-Voucher,35.2,Unsatisfied,21.8,2.0,5.45,0.5,8.8,11340.6,59.0,11340.6
701,HH0702,Kakuma 3,1.0,2025-06-12,Cash Transfer,40.16,Very Unsatisfied,27.9,2.5,27.9,2.5,40.16,11340.6,70.56,11340.6
702,HH0703,Kakuma 2,7.0,2025-06-25,Dry Rations,48.0,Satisfied,36.7,3.6,5.24,0.51,6.86,12251.69,88.3,12251.69
703,HH0704,Kakuma 4,3.0,2025-06-29,Cash Transfer,30.1,Very Unsatisfied,22.6,2.3,7.53,0.77,10.03,13447.05,55.0,13447.05
704,HH0705,Kakuma 1,6.0,2025-06-29,Dry Rations,31.2,Satisfied,19.0,2.8,3.17,0.47,5.2,19830.82,53.0,19830.82
705,HH0706,Kakuma 1,5.0,2025-06-29,Dry Rations,27.4,Neutral,21.1,1.6,4.22,0.32,5.48,19830.82,50.1,19830.82
706,HH0707,Kalobeyei,5.0,2025-06-18,E-Voucher,48.5,Satisfied,33.3,4.4,6.66,0.88,9.7,12046.84,86.2,12046.84
707,HH0708,Kakuma 3,5.0,2025-06-21,Dry Rations,38.9,Unsatisfied,26.0,3.3,5.2,0.66,7.78,11340.6,68.2,11340.6
708,HH0709,Kakuma 1,1.0,2025-06-04,Dry Rations,26.9,Neutral,19.1,2.1,19.1,2.1,26.9,19830.82,48.1,19830.82
709,HH0710,Kakuma 1,1.0,2025-07-01,Cash Transfer,48.5,Very Unsatisfied,30.0,3.0,30.0,3.0,48.5,669.6,81.5,669.6
710,HH0711,Kakuma 1,3.0,2025-07-01,E-Voucher,34.4,Very Unsatisfied,25.8,2.4,8.6,0.8,11.47,669.6,62.6,669.6
711,HH0712,Kalobeyei,3.0,2025-06-25,Dry Rations,31.3,Very Unsatisfied,22.4,3.0,7.47,1.0,10.43,12046.84,56.7,12046.84
712,HH0713,Kakuma 2,5.0,2025-06-07,Dry Rations,40.16,Very Unsatisfied,24.2,3.2,4.84,0.64,8.03,12251.69,67.56,12251.69
713,HH0714,Kakuma 3,2.0,2025-06-22,E-Voucher,54.8,Unsatisfied,34.9,3.0,17.45,1.5,27.4,11340.6,92.7,11340.6
714,HH0715,Kakuma 3,8.0,2025-06-23,Cash Transfer,36.1,Very Satisfied,23.0,3.0,2.88,0.38,4.51,11340.6,62.1,11340.6
715,HH0716,Kakuma 4,2.0,2025-06-01,E-Voucher,45.8,Very Unsatisfied,28.0,3.1,14.0,1.55,22.9,13447.05,76.9,13447.05
716,HH0717,Kakuma 2,9.0,2025-06-17,E-Voucher,47.3,Very Satisfied,33.9,4.5,3.77,0.5,5.26,12251.69,85.7,12251.69
717,HH0718,Kakuma 2,2.0,2025-06-24,Dry Rations,40.16,Very Unsatisfied,34.1,3.5,17.05,1.75,20.08,12251.69,77.76,12251.69
718,HH0719,Kakuma 2,9.0,2025-06-29,Dry Rations,52.7,Unsatisfied,31.8,2.9,3.53,0.32,5.86,12251.69,87.4,12251.69
719,HH0720,Kakuma 2,7.0,2025-06-29,Dry Rations,32.9,Very Satisfied,20.1,2.4,2.87,0.34,4.7,12251.69,55.4,12251.69
720,HH0721,Kakuma 3,8.0,2025-06-29,Dry Rations,29.6,Very Unsatisfied,21.2,2.6,2.65,0.32,3.7,11340.6,53.4,11340.6
721,HH0722,Kakuma 3,2.0,2025-06-28,Dry Rations,29.4,Satisfied,22.5,2.6,11.25,1.3,14.7,11340.6,54.5,11340.6
722,HH0723,Kakuma 2,7.0,2025-06-26,E-Voucher,38.6,Satisfied,25.7,3.0,3.67,0.43,5.51,12251.69,67.3,12251.69
723,HH0724,Kakuma 1,6.0,2025-06-11,Dry Rations,30.5,Very Unsatisfied,25.7,2.9,4.28,0.48,5.08,19830.82,59.1,19830.82
724,HH0725,Kakuma 1,4.0,2025-06-09,Cash Transfer,41.5,Very Unsatisfied,29.8,2.6,7.45,0.65,10.38,19830.82,73.9,19830.82
725,HH0726,Kakuma 1,4.0,2025-06-07,E-Voucher,40.8,Very Satisfied,26.7,2.9,6.68,0.72,10.2,19830.82,70.4,19830.82
726,HH0727,Kakuma 4,4.0,2025-06-22,Cash Transfer,50.2,Neutral,30.4,4.8,7.6,1.2,12.55,13447.05,85.4,13447.05
727,HH0728,Kakuma 2,2.0,2025-06-17,E-Voucher,42.9,Satisfied,32.0,4.1,16.0,2.05,21.45,12251.69,79.0,12251.69
728,HH0729,Kakuma 3,2.0,2025-06-17,E-Voucher,35.8,Very Satisfied,26.0,3.0,13.0,1.5,17.9,11340.6,64.8,11340.6
729,HH0730,Kakuma 1,8.0,2025-06-02,E-Voucher,44.1,Very Unsatisfied,31.6,4.1,3.95,0.51,5.51,19830.82,79.8,19830.82
730,HH0731,Kalobeyei,8.0,2025-06-06,E-Voucher,29.7,Very Satisfied,22.2,1.6,2.78,0.2,3.71,12046.84,53.5,12046.84
731,HH0732,Kalobeyei,5.0,2025-06-14,Dry Rations,39.6,Very Unsatisfied,29.1,3.7,5.82,0.74,7.92,12046.84,72.4,12046.84
732,HH0733,Kakuma 4,1.0,2025-06-06,Dry Rations,43.2,Unsatisfied,27.7,2.9,27.7,2.9,43.2,13447.05,73.8,13447.05
733,HH0734,Kakuma 2,7.0,2025-06-02,Cash Transfer,41.3,Very Unsatisfied,27.7,2.4,3.96,0.34,5.9,12251.69,71.4,12251.69
734,HH0735,Kakuma 1,8.0,2025-06-01,Cash Transfer,44.2,Very Unsatisfied,27.6,2.7,3.45,0.34,5.52,19830.82,74.5,19830.82
735,HH0736,Kakuma 2,6.0,2025-06-10,Dry Rations,33.6,Very Unsatisfied,21.0,2.4,3.5,0.4,5.6,12251.69,57.0,12251.69
736,HH0737,Kakuma 1,5.0,2025-06-21,Dry Rations,51.5,Neutral,37.9,3.0,7.58,0.6,10.3,19830.82,92.4,19830.82
737,HH0738,Kakuma 4,6.0,2025-06-05,Dry Rations,58.2,Very Unsatisfied,44.9,3.8,7.48,0.63,9.7,13447.05,106.9,13447.05
738,HH0739,Kakuma 4,2.0,2025-06-02,E-Voucher,24.0,Satisfied,19.0,1.4,9.5,0.7,12.0,13447.05,44.4,13447.05
739,HH0740,Kalobeyei,1.0,2025-06-22,E-Voucher,27.8,Satisfied,20.2,3.0,20.2,3.0,27.8,12046.84,51.0,12046.84
740,HH0741,Kakuma 2,7.0,2025-06-16,E-Voucher,40.4,Very Satisfied,25.7,3.2,3.67,0.46,5.77,12251.69,69.3,12251.69
741,HH0742,Kalobeyei,7.0,2025-06-25,E-Voucher,37.4,Neutral,23.2,3.0,3.31,0.43,5.34,12046.84,63.6,12046.84
742,HH0743,Kakuma 2,2.0,2025-06-02,Cash Transfer,59.0,Very Satisfied,45.0,4.0,22.5,2.0,29.5,12251.69,108.0,12251.69
743,HH0744,Kalobeyei,2.0,2025-06-10,Dry Rations,42.2,Satisfied,30.2,3.7,15.1,1.85,21.1,12046.84,76.1,12046.84
744,HH0745,Kakuma 3,1.0,2025-06-02,E-Voucher,40.16,Satisfied,39.0,5.1,39.0,5.1,40.16,11340.6,84.26,11340.6
745,HH0746,Kakuma 3,8.0,2025-06-16,E-Voucher,19.5,Unsatisfied,39.0,1.7,4.88,0.21,2.44,11340.6,60.2,11340.6
746,HH0747,Kakuma 3,8.0,2025-06-16,Dry Rations,48.1,Very Unsatisfied,35.6,3.2,4.45,0.4,6.01,11340.6,86.9,11340.6
747,HH0748,Kakuma 1,1.0,2025-06-19,Dry Rations,32.8,Satisfied,25.2,2.9,25.2,2.9,32.8,19830.82,60.9,19830.82
748,HH0749,Kakuma 1,8.0,2025-06-29,E-Voucher,32.7,Very Satisfied,20.0,1.9,2.5,0.24,4.09,19830.82,54.6,19830.82
749,HH0750,Kakuma 3,9.0,2025-06-07,E-Voucher,37.5,Very Satisfied,20.0,2.1,2.22,0.23,4.17,11340.6,59.6,11340.6
750,HH0751,Kakuma 4,4.0,2025-06-22,E-Voucher,25.8,Very Unsatisfied,19.9,1.7,4.97,0.42,6.45,13447.05,47.4,13447.05
751,HH0752,Kakuma 4,1.0,2025-06-12,Dry Rations,44.4,Very Unsatisfied,29.2,4.0,29.2,4.0,44.4,13447.05,77.6,13447.05
752,HH0753,Kakuma 1,1.0,2025-06-24,E-Voucher,41.9,Unsatisfied,30.5,2.6,30.5,2.6,41.9,19830.82,75.0,19830.82
753,HH0754,Kakuma 3,3.0,2025-06-15,E-Voucher,42.7,Neutral,28.3,2.3,9.43,0.77,14.23,11340.6,73.3,11340.6
754,HH0755,Kakuma 3,5.0,2025-06-08,Cash Transfer,40.16,Very Satisfied,28.3,2.8,5.66,0.56,8.03,11340.6,71.26,11340.6
755,HH0756,Kakuma 3,5.0,2025-06-06,Cash Transfer,55.1,Very Unsatisfied,33.4,5.1,6.68,1.02,11.02,11340.6,93.6,11340.6
756,HH0757,Kalobeyei,9.0,2025-06-28,Cash Transfer,36.4,Very Satisfied,26.1,3.0,2.9,0.33,4.04,12046.84,65.5,12046.84
757,HH0758,Kakuma 2,9.0,2025-06-27,Cash Transfer,44.8,Very Unsatisfied,28.4,2.8,3.16,0.31,4.98,12251.69,76.0,12251.69
758,HH0759,Kalobeyei,2.0,2025-06-10,E-Voucher,42.9,Satisfied,31.9,3.3,15.95,1.65,21.45,12046.84,78.1,12046.84
759,HH0760,Kakuma 2,2.0,2025-06-03,Dry Rations,43.8,Very Satisfied,27.8,3.3,13.9,1.65,21.9,12251.69,74.9,12251.69
760,HH0761,Kakuma 3,9.0,2025-06-19,E-Voucher,43.9,Satisfied,28.4,3.6,3.16,0.4,4.88,11340.6,75.9,11340.6
761,HH0762,Kakuma 3,9.0,2025-07-01,E-Voucher,55.9,Very Satisfied,39.1,3.4,4.34,0.38,6.21,679.36,98.4,679.36
762,HH0763,Kalobeyei,9.0,2025-06-17,E-Voucher,35.4,Very Unsatisfied,27.7,3.0,3.08,0.33,3.93,12046.84,66.1,12046.84
763,HH0764,Kalobeyei,9.0,2025-06-07,Dry Rations,24.7,Unsatisfied,15.9,3.0,1.77,0.33,2.74,12046.84,43.6,12046.84
764,HH0765,Kakuma 1,9.0,2025-06-21,E-Voucher,33.0,Satisfied,20.8,2.8,2.31,0.31,3.67,19830.82,56.6,19830.82
765,HH0766,Kakuma 4,5.0,2025-06-21,E-Voucher,47.6,Very Unsatisfied,35.8,2.4,7.16,0.48,9.52,13447.05,85.8,13447.05
766,HH0767,Kakuma 2,5.0,2025-06-26,E-Voucher,40.2,Very Unsatisfied,28.1,2.8,5.62,0.56,8.04,12251.69,71.1,12251.69
767,HH0768,Kalobeyei,4.0,2025-07-01,Dry Rations,35.3,Very Satisfied,27.6,2.4,6.9,0.6,8.82,502.09,65.3,502.09
768,HH0769,Kalobeyei,2.0,2025-06-04,Cash Transfer,29.2,Satisfied,18.4,2.3,9.2,1.15,14.6,12046.84,49.9,12046.84
769,HH0770,Kakuma 1,6.0,2025-06-14,Cash Transfer,40.16,Very Satisfied,30.8,2.3,5.13,0.38,6.69,19830.82,73.26,19830.82
770,HH0771,Kalobeyei,4.0,2025-06-20,Dry Rations,40.16,Very Satisfied,30.0,4.2,7.5,1.05,10.04,12046.84,74.36,12046.84
771,HH0772,Kakuma 1,6.0,2025-06-22,E-Voucher,43.1,Very Satisfied,27.2,2.6,4.53,0.43,7.18,19830.82,72.9,19830.82
772,HH0773,Kakuma 4,3.0,2025-06-15,Cash Transfer,37.5,Unsatisfied,27.6,3.1,9.2,1.03,12.5,13447.05,68.2,13447.05
773,HH0774,Kakuma 2,6.0,2025-06-24,E-Voucher,41.5,Unsatisfied,29.8,3.7,4.97,0.62,6.92,12251.69,75.0,12251.69
774,HH0775,Kakuma 1,2.0,2025-06-08,Dry Rations,41.4,Very Unsatisfied,31.1,3.0,15.55,1.5,20.7,19830.82,75.5,19830.82
775,HH0776,Kakuma 1,2.0,2025-06-21,E-Voucher,41.9,Satisfied,27.7,3.6,13.85,1.8,20.95,19830.82,73.2,19830.82
776,HH0777,Kakuma 2,9.0,2025-06-15,Cash Transfer,28.2,Very Unsatisfied,19.4,3.0,2.16,0.33,3.13,12251.69,50.6,12251.69
777,HH0778,Kalobeyei,7.0,2025-06-22,Cash Transfer,42.0,Neutral,28.6,2.8,4.09,0.4,6.0,12046.84,73.4,12046.84
778,HH0779,Kakuma 3,3.0,2025-06-22,E-Voucher,40.16,Neutral,28.4,3.2,9.47,1.07,13.39,11340.6,71.76,11340.6
779,HH0780,Kakuma 1,1.0,2025-06-28,Dry Rations,50.4,Very Unsatisfied,33.2,3.3,33.2,3.3,50.4,19830.82,86.9,19830.82
780,HH0781,Kakuma 2,8.0,2025-06-14,E-Voucher,41.3,Very Unsatisfied,27.2,3.2,3.4,0.4,5.16,12251.69,71.7,12251.69
781,HH0782,Kakuma 1,6.0,2025-06-27,Dry Rations,48.4,Satisfied,32.5,4.2,5.42,0.7,8.07,19830.82,85.1,19830.82
782,HH0783,Kakuma 1,7.0,2025-06-29,Dry Rations,37.0,Very Satisfied,26.4,2.6,3.77,0.37,5.29,19830.82,66.0,19830.82
783,HH0784,Kakuma 3,9.0,2025-06-09,Cash Transfer,37.3,Very Unsatisfied,26.4,2.4,2.93,0.27,4.14,11340.6,66.1,11340.6
784,HH0785,Kakuma 1,5.0,2025-06-08,Dry Rations,54.9,Very Unsatisfied,43.0,4.0,8.6,0.8,10.98,19830.82,101.9,19830.82
785,HH0786,Kakuma 1,1.0,2025-06-26,Dry Rations,44.4,Satisfied,29.0,4.0,29.0,4.0,44.4,19830.82,77.4,19830.82
786,HH0787,Kakuma 2,7.0,2025-06-28,Dry Rations,40.16,Satisfied,25.6,3.2,3.66,0.46,5.74,12251.69,68.96,12251.69
787,HH0788,Kakuma 4,5.0,2025-06-26,Cash Transfer,40.16,Very Unsatisfied,30.4,3.0,6.08,0.6,8.03,13447.05,73.56,13447.05
788,HH0789,Kakuma 1,3.0,2025-06-17,E-Voucher,34.7,Very Satisfied,25.4,2.9,8.47,0.97,11.57,19830.82,63.0,19830.82
789,HH0790,Kakuma 1,9.0,2025-07-01,Cash Transfer,42.3,Very Unsatisfied,33.1,4.0,3.68,0.44,4.7,669.6,79.4,669.6
790,HH0791,Kakuma 3,1.0,2025-06-02,Dry Rations,58.4,Very Unsatisfied,37.0,3.2,37.0,3.2,58.4,11340.6,98.6,11340.6
791,HH0792,Kalobeyei,1.0,2025-06-25,Dry Rations,25.7,Very Unsatisfied,37.0,1.6,37.0,1.6,25.7,12046.84,64.3,12046.84
792,HH0793,Kakuma 4,1.0,2025-06-24,Cash Transfer,38.2,Very Satisfied,26.4,3.3,26.4,3.3,38.2,13447.05,67.9,13447.05
793,HH0794,Kakuma 2,3.0,2025-06-30,Dry Rations,44.1,Very Unsatisfied,34.8,4.0,11.6,1.33,14.7,12251.69,82.9,12251.69
794,HH0795,Kakuma 4,6.0,2025-06-03,Dry Rations,47.6,Neutral,35.0,3.0,5.83,0.5,7.93,13447.05,85.6,13447.05
795,HH0796,Kakuma 2,3.0,2025-06-08,Cash Transfer,27.6,Very Unsatisfied,18.2,3.0,6.07,1.0,9.2,12251.69,48.8,12251.69
796,HH0797,Kakuma 1,8.0,2025-06-08,Cash Transfer,24.6,Satisfied,15.7,1.3,1.96,0.16,3.08,19830.82,41.6,19830.82
797,HH0798,Kakuma 2,2.0,2025-06-01,Cash Transfer,50.9,Very Satisfied,33.6,3.7,16.8,1.85,25.45,12251.69,88.2,12251.69
798,HH0799,Kakuma 3,9.0,2025-06-10,Dry Rations,32.8,Satisfied,20.3,2.0,2.26,0.22,3.64,11340.6,55.1,11340.6
799,HH0800,Kakuma 3,3.0,2025-06-20,Cash Transfer,32.4,Neutral,20.4,2.1,6.8,0.7,10.8,11340.6,54.9,11340.6
800,HH0801,Kakuma 3,5.0,2025-06-20,Dry Rations,40.16,Satisfied,34.5,4.9,6.9,0.98,8.03,11340.6,79.56,11340.6
801,HH0802,Kakuma 3,8.0,2025-06-06,Dry Rations,40.16,Satisfied,27.9,2.2,3.49,0.28,5.02,11340.6,70.26,11340.6
802,HH0803,Kakuma 4,2.0,2025-06-07,Dry Rations,40.8,Satisfied,31.0,3.7,15.5,1.85,20.4,13447.05,75.5,13447.05
803,HH0804,Kalobeyei,6.0,2025-06-20,Dry Rations,38.2,Unsatisfied,24.0,2.7,4.0,0.45,6.37,12046.84,64.9,12046.84
804,HH0805,Kakuma 2,5.0,2025-06-23,E-Voucher,27.8,Neutral,17.4,2.2,3.48,0.44,5.56,12251.69,47.4,12251.69
805,HH0806,Kakuma 2,9.0,2025-06-25,Cash Transfer,46.8,Satisfied,34.1,2.5,3.79,0.28,5.2,12251.69,83.4,12251.69
806,HH0807,Kakuma 3,5.0,2025-06-27,Cash Transfer,44.1,Satisfied,28.2,3.0,5.64,0.6,8.82,11340.6,75.3,11340.6
807,HH0808,Kakuma 3,2.0,2025-06-27,Dry Rations,41.7,Satisfied,25.8,2.3,12.9,1.15,20.85,11340.6,69.8,11340.6
808,HH0809,Kakuma 1,5.0,2025-06-11,Dry Rations,38.8,Very Satisfied,24.6,3.8,4.92,0.76,7.76,19830.82,67.2,19830.82
809,HH0810,Kalobeyei,4.0,2025-06-19,Dry Rations,37.1,Very Unsatisfied,29.1,3.4,7.28,0.85,9.28,12046.84,69.6,12046.84
810,HH0811,Kakuma 4,7.0,2025-06-05,E-Voucher,40.16,Very Satisfied,37.5,3.6,5.36,0.51,5.74,13447.05,81.26,13447.05
811,HH0812,Kakuma 2,7.0,2025-06-19,E-Voucher,38.6,Unsatisfied,25.9,2.4,3.7,0.34,5.51,12251.69,66.9,12251.69
812,HH0813,Kakuma 1,2.0,2025-06-11,Dry Rations,39.4,Satisfied,28.8,3.8,14.4,1.9,19.7,19830.82,72.0,19830.82
813,HH0814,Kakuma 1,5.0,2025-06-24,Dry Rations,45.3,Neutral,32.0,3.0,6.4,0.6,9.06,19830.82,80.3,19830.82
814,HH0815,Kakuma 2,7.0,2025-06-12,Cash Transfer,42.1,Very Unsatisfied,32.0,2.4,4.57,0.34,6.01,12251.69,76.5,12251.69
815,HH0816,Kakuma 4,7.0,2025-06-10,E-Voucher,40.16,Very Unsatisfied,41.5,4.4,5.93,0.63,5.74,13447.05,86.06,13447.05
816,HH0817,Kakuma 1,7.0,2025-06-10,E-Voucher,22.4,Satisfied,16.3,2.2,2.33,0.31,3.2,19830.82,40.9,19830.82
817,HH0818,Kakuma 1,9.0,2025-06-10,Dry Rations,43.0,Very Satisfied,16.3,2.2,1.81,0.24,4.78,19830.82,61.5,19830.82
818,HH0819,Kalobeyei,9.0,2025-06-28,Cash Transfer,32.9,Neutral,20.0,2.0,2.22,0.22,3.66,12046.84,54.9,12046.84
819,HH0820,Kakuma 4,3.0,2025-06-28,Dry Rations,30.6,Unsatisfied,21.1,3.0,7.03,1.0,10.2,13447.05,54.7,13447.05
820,HH0821,Kakuma 1,4.0,2025-06-09,E-Voucher,35.4,Satisfied,27.5,2.1,6.88,0.52,8.85,19830.82,65.0,19830.82
821,HH0822,Kakuma 4,4.0,2025-06-04,Cash Transfer,40.5,Neutral,28.9,3.0,7.22,0.75,10.12,13447.05,72.4,13447.05
822,HH0823,Kakuma 2,6.0,2025-06-05,Cash Transfer,41.0,Neutral,31.4,3.2,5.23,0.53,6.83,12251.69,75.6,12251.69
823,HH0824,Kakuma 3,3.0,2025-06-05,E-Voucher,24.8,Unsatisfied,19.8,2.3,6.6,0.77,8.27,11340.6,46.9,11340.6
824,HH0825,Kakuma 1,2.0,2025-06-08,Dry Rations,34.6,Neutral,21.9,2.6,10.95,1.3,17.3,19830.82,59.1,19830.82
825,HH0826,Kalobeyei,4.0,2025-06-23,Dry Rations,42.8,Very Satisfied,31.6,4.3,7.9,1.08,10.7,12046.84,78.7,12046.84
826,HH0827,Kakuma 2,4.0,2025-06-09,Cash Transfer,31.2,Very Unsatisfied,22.9,2.6,5.72,0.65,7.8,12251.69,56.7,12251.69
827,HH0828,Kakuma 4,4.0,2025-06-15,E-Voucher,28.9,Very Unsatisfied,23.0,3.0,5.75,0.75,7.22,13447.05,54.9,13447.05
828,HH0829,Kakuma 2,3.0,2025-06-15,Cash Transfer,17.4,Neutral,13.9,1.7,4.63,0.57,5.8,12251.69,33.0,12251.69
829,HH0830,Kakuma 1,8.0,2025-06-16,E-Voucher,33.4,Very Satisfied,24.6,2.4,3.08,0.3,4.18,19830.82,60.4,19830.82
830,HH0831,Kakuma 4,4.0,2025-06-14,Dry Rations,28.5,Unsatisfied,18.5,1.8,4.62,0.45,7.12,13447.05,48.8,13447.05
831,HH0832,Kakuma 3,2.0,2025-06-08,E-Voucher,30.2,Neutral,22.9,3.0,11.45,1.5,15.1,11340.6,56.1,11340.6
832,HH0833,Kakuma 2,2.0,2025-06-08,Dry Rations,37.3,Very Unsatisfied,23.2,2.4,11.6,1.2,18.65,12251.69,62.9,12251.69
833,HH0834,Kakuma 1,1.0,2025-06-10,E-Voucher,34.0,Neutral,25.7,1.8,25.7,1.8,34.0,19830.82,61.5,19830.82
834,HH0835,Kalobeyei,4.0,2025-06-28,Cash Transfer,40.16,Unsatisfied,22.1,1.4,5.52,0.35,10.04,12046.84,63.66,12046.84
835,HH0836,Kakuma 4,9.0,2025-06-20,Cash Transfer,18.8,Very Unsatisfied,12.7,1.4,1.41,0.16,2.09,13447.05,32.9,13447.05
836,HH0837,Kakuma 1,7.0,2025-06-06,Cash Transfer,43.0,Neutral,31.2,3.9,4.46,0.56,6.14,19830.82,78.1,19830.82
837,HH0838,Kakuma 2,7.0,2025-06-12,Cash Transfer,47.5,Very Satisfied,32.6,3.7,4.66,0.53,6.79,12251.69,83.8,12251.69
838,HH0839,Kakuma 3,7.0,2025-06-02,Cash Transfer,36.0,Satisfied,24.8,3.6,3.54,0.51,5.14,11340.6,64.4,11340.6
839,HH0840,Kakuma 3,8.0,2025-06-07,Dry Rations,37.3,Satisfied,24.7,3.0,3.09,0.38,4.66,11340.6,65.0,11340.6
840,HH0841,Kalobeyei,1.0,2025-06-16,Cash Transfer,40.0,Very Satisfied,30.1,2.6,30.1,2.6,40.0,12046.84,72.7,12046.84
841,HH0842,Kalobeyei,8.0,2025-06-03,Cash Transfer,55.8,Very Unsatisfied,43.9,3.2,5.49,0.4,6.98,12046.84,102.9,12046.84
842,HH0843,Kakuma 1,4.0,2025-06-03,Cash Transfer,24.3,Satisfied,19.2,1.4,4.8,0.35,6.08,19830.82,44.9,19830.82
843,HH0844,Kakuma 1,4.0,2025-06-03,Cash Transfer,35.9,Very Satisfied,22.8,2.3,5.7,0.57,8.98,19830.82,61.0,19830.82
844,HH0845,Kalobeyei,4.0,2025-06-27,Dry Rations,22.8,Very Satisfied,17.7,2.0,4.42,0.5,5.7,12046.84,42.5,12046.84
845,HH0846,Kalobeyei,4.0,2025-06-18,Dry Rations,40.16,Neutral,32.6,3.0,8.15,0.75,10.04,12046.84,75.76,12046.84
846,HH0847,Kakuma 4,7.0,2025-06-11,Cash Transfer,38.6,Neutral,25.1,3.8,3.59,0.54,5.51,13447.05,67.5,13447.05
847,HH0848,Kakuma 1,6.0,2025-06-11,E-Voucher,42.0,Very Satisfied,25.8,2.6,4.3,0.43,7.0,19830.82,70.4,19830.82
848,HH0849,Kakuma 1,1.0,2025-06-06,E-Voucher,41.5,Unsatisfied,27.1,3.9,27.1,3.9,41.5,19830.82,72.5,19830.82
849,HH0850,Kakuma 3,8.0,2025-06-01,Dry Rations,49.9,Satisfied,27.1,3.3,3.39,0.41,6.24,11340.6,80.3,11340.6
850,HH0851,Kakuma 3,7.0,2025-06-28,Cash Transfer,45.4,Neutral,33.0,2.5,4.71,0.36,6.49,11340.6,80.9,11340.6
851,HH0852,Kalobeyei,6.0,2025-06-01,Cash Transfer,48.3,Satisfied,35.9,4.5,5.98,0.75,8.05,12046.84,88.7,12046.84
852,HH0853,Kakuma 4,6.0,2025-06-01,Dry Rations,29.3,Very Unsatisfied,19.1,2.4,3.18,0.4,4.88,13447.05,50.8,13447.05
853,HH0854,Kakuma 2,6.0,2025-06-08,E-Voucher,51.9,Very Satisfied,38.6,3.0,6.43,0.5,8.65,12251.69,93.5,12251.69
854,HH0855,Kakuma 4,6.0,2025-06-05,E-Voucher,40.16,Unsatisfied,19.9,2.3,3.32,0.38,6.69,13447.05,62.36,13447.05
855,HH0856,Kakuma 4,9.0,2025-06-28,E-Voucher,33.4,Very Unsatisfied,22.5,2.1,2.5,0.23,3.71,13447.05,58.0,13447.05
856,HH0857,Kakuma 3,9.0,2025-06-16,Dry Rations,42.7,Very Unsatisfied,31.0,3.0,3.44,0.33,4.74,11340.6,76.7,11340.6
857,HH0858,Kakuma 4,8.0,2025-06-11,E-Voucher,43.0,Very Unsatisfied,27.1,3.1,3.39,0.39,5.38,13447.05,73.2,13447.05
858,HH0859,Kakuma 1,9.0,2025-06-05,Dry Rations,29.3,Very Satisfied,22.4,2.9,2.49,0.32,3.26,19830.82,54.6,19830.82
859,HH0860,Kakuma 3,8.0,2025-06-04,Dry Rations,40.16,Neutral,24.8,2.0,3.1,0.25,5.02,11340.6,66.96,11340.6
860,HH0861,Kakuma 1,8.0,2025-06-30,Cash Transfer,54.9,Very Satisfied,40.1,3.0,5.01,0.38,6.86,19830.82,98.0,19830.82
861,HH0862,Kakuma 2,8.0,2025-06-06,E-Voucher,25.3,Neutral,17.2,1.9,2.15,0.24,3.16,12251.69,44.4,12251.69
862,HH0863,Kakuma 3,5.0,2025-06-14,Dry Rations,54.9,Very Unsatisfied,39.5,4.1,7.9,0.82,10.98,11340.6,98.5,11340.6
863,HH0864,Kakuma 2,4.0,2025-06-22,E-Voucher,37.6,Very Unsatisfied,23.4,2.5,5.85,0.62,9.4,12251.69,63.5,12251.69
864,HH0865,Kakuma 3,2.0,2025-06-19,E-Voucher,16.6,Unsatisfied,23.4,1.4,11.7,0.7,8.3,11340.6,41.4,11340.6
865,HH0866,Kalobeyei,8.0,2025-06-09,E-Voucher,26.3,Neutral,23.4,2.5,2.92,0.31,3.29,12046.84,52.2,12046.84
866,HH0867,Kakuma 4,8.0,2025-06-12,E-Voucher,30.4,Very Unsatisfied,19.9,2.9,2.49,0.36,3.8,13447.05,53.2,13447.05
867,HH0868,Kalobeyei,8.0,2025-06-11,Cash Transfer,33.8,Satisfied,25.8,3.1,3.22,0.39,4.22,12046.84,62.7,12046.84
868,HH0869,Kakuma 2,7.0,2025-06-14,Dry Rations,39.0,Unsatisfied,31.2,3.6,4.46,0.51,5.57,12251.69,73.8,12251.69
869,HH0870,Kakuma 4,9.0,2025-06-23,E-Voucher,13.0,Very Satisfied,8.3,1.0,0.92,0.11,1.44,13447.05,22.3,13447.05
870,HH0871,Kakuma 3,2.0,2025-06-16,Dry Rations,41.9,Unsatisfied,27.4,3.8,13.7,1.9,20.95,11340.6,73.1,11340.6
871,HH0872,Kakuma 4,3.0,2025-06-01,E-Voucher,29.4,Satisfied,21.5,1.9,7.17,0.63,9.8,13447.05,52.8,13447.05
872,HH0873,Kakuma 1,4.0,2025-07-01,Dry Rations,53.9,Neutral,42.7,3.8,10.68,0.95,13.48,669.6,100.4,669.6
